0.1595,0.027647,0.12923
0.16,0.027692,0.12906
0.1605,0.027738,0.1289
0.161,0.027784,0.12874
0.1615,0.02783,0.12857
0.162,0.027876,0.12841
0.1625,0.027922,0.12825
0.163,0.027968,0.12808
0.1635,0.028015,0.12792
0.164,0.028061,0.12775
0.1645,0.028108,0.12759
0.165,0.028155,0.12743
0.1655,0.028202,0.12726
0.166,0.028249,0.1271
0.1665,0.028296,0.12693
0.167,0.028344,0.12677
0.1675,0.028392,0.12661
0.168,0.028439,0.12644
0.1685,0.028487,0.12628
0.169,0.028535,0.12611
0.1695,0.028583,0.12595
0.17,0.028632,0.12578
0.1705,0.02868,0.12562
0.171,0.028729,0.12545
0.1715,0.028777,0.12529
0.172,0.028826,0.12512
0.1725,0.028875,0.12496
0.173,0.028924,0.12479
0.1735,0.028974,0.12463
0.174,0.029023,0.12446
0.1745,0.029073,0.1243
0.175,0.029122,0.12413
0.1755,0.029172,0.12396
0.176,0.029222,0.1238
0.1765,0.029272,0.12363
0.177,0.029322,0.12347
0.1775,0.029373,0.1233
0.178,0.029423,0.12313
0.1785,0.029474,0.12297
0.179,0.029525,0.1228
0.1795,0.029576,0.12263
0.18,0.029627,0.12247
0.1805,0.029678,0.1223
0.181,0.029729,0.12213
0.1815,0.02978,0.12197
0.182,0.029832,0.1218
0.1825,0.029884,0.12163
0.183,0.029936,0.12147
0.1835,0.029988,0.1213
0.184,0.03004,0.12113
0.1845,0.030092,0.12096
0.185,0.030144,0.1208
0.1855,0.030197,0.12063
0.186,0.030249,0.12046
0.1865,0.030302,0.12029
0.187,0.030355,0.12012
0.1875,0.030408,0.11996
0.188,0.030461,0.11979
0.1885,0.030515,0.11962
0.189,0.030568,0.11945
0.1895,0.030622,0.11928
0.19,0.030675,0.11911
0.1905,0.030729,0.11894
0.191,0.030783,0.11878
0.1915,0.030837,0.11861
0.192,0.030891,0.11844
0.1925,0.030946,0.11827
0.193,0.031,0.1181
0.1935,0.031055,0.11793
0.194,0.031109,0.11776
0.1945,0.031164,0.11759
0.195,0.031219,0.11742
0.1955,0.031274,0.11725
0.196,0.031329,0.11708
0.1965,0.031385,0.11691
0.197,0.03144,0.11674
0.1975,0.031496,0.11657
0.198,0.031552,0.1164
0.1985,0.031607,0.11623
0.199,0.031663,0.11606
0.1995,0.03172,0.11589
0.2,0.031776,0.11572
0.2005,0.031832,0.11555
0.201,0.031889,0.11537
0.2015,0.031945,0.1152
0.202,0.032002,0.11503
0.2025,0.032059,0.11486
0.203,0.032116,0.11469
0.2035,0.032173,0.11452
0.204,0.03223,0.11434
0.2045,0.032287,0.11417
0.205,0.032345,0.114
0.2055,0.032402,0.11383
0.206,0.03246,0.11366
0.2065,0.032518,0.11348
0.207,0.032576,0.11331
0.2075,0.032634,0.11314
0.208,0.032692,0.11296
0.2085,0.03275,0.11279
0.209,0.032809,0.11262
0.2095,0.032867,0.11244
0.21,0.032926,0.11227
0.2105,0.032985,0.1121
0.211,0.033044,0.11192
0.2115,0.033103,0.11175
0.212,0.033162,0.11158
0.2125,0.033221,0.1114
0.213,0.03328,0.11123
0.2135,0.03334,0.11105
0.214,0.033399,0.11088
0.2145,0.033459,0.1107
0.215,0.033519,0.11053
0.2155,0.033579,0.11035
0.216,0.033639,0.11018
0.2165,0.033699,0.11
0.217,0.033759,0.10983
0.2175,0.03382,0.10965
0.218,0.03388,0.10948
0.2185,0.033941,0.1093
0.219,0.034002,0.10913
0.2195,0.034063,0.10895
0.22,0.034123,0.10877
0.2205,0.034185,0.1086
0.221,0.034246,0.10842
0.2215,0.034307,0.10824
0.222,0.034368,0.10807
0.2225,0.03443,0.10789
0.223,0.034491,0.10771
0.2235,0.034553,0.10754
0.224,0.034615,0.10736
0.2245,0.034677,0.10718
0.225,0.034739,0.107
0.2255,0.034801,0.10682
0.226,0.034863,0.10665
0.2265,0.034926,0.10647
0.227,0.034988,0.10629
0.2275,0.035051,0.10611
0.228,0.035113,0.10593
0.2285,0.035176,0.10575
0.229,0.035239,0.10557
0.2295,0.035302,0.10539
0.23,0.035365,0.10522
0.2305,0.035428,0.10504
0.231,0.035492,0.10486
0.2315,0.035555,0.10468
0.232,0.035618,0.1045
0.2325,0.035682,0.10432
0.233,0.035746,0.10414
0.2335,0.03581,0.10396
0.234,0.035873,0.10377
0.2345,0.035937,0.10359
0.235,0.036001,0.10341
0.2355,0.036066,0.10323
0.236,0.03613,0.10305
0.2365,0.036194,0.10287
0.237,0.036259,0.10269
0.2375,0.036323,0.1025
0.238,0.036388,0.10232
0.2385,0.036453,0.10214
0.239,0.036517,0.10196
0.2395,0.036582,0.10177
0.24,0.036647,0.10159
0.2405,0.036713,0.10141
0.241,0.036778,0.10123
0.2415,0.036843,0.10104
0.242,0.036908,0.10086
0.2425,0.036974,0.10068
0.243,0.037039,0.10049
0.2435,0.037105,0.10031
0.244,0.037171,0.10012
0.2445,0.037237,0.099938
0.245,0.037302,0.099754
0.2455,0.037368,0.099569
0.246,0.037435,0.099384
0.2465,0.037501,0.099198
0.247,0.037567,0.099013
0.2475,0.037633,0.098827
0.248,0.0377,0.098641
0.2485,0.037766,0.098455
0.249,0.037833,0.098269
0.2495,0.037899,0.098082
0.25,0.037966,0.097896
0.2505,0.038033,0.097709
0.251,0.0381,0.097522
0.2515,0.038167,0.097335
0.252,0.038234,0.097147
0.2525,0.038301,0.096959
0.253,0.038368,0.096771
0.2535,0.038435,0.096583
0.254,0.038502,0.096395
0.2545,0.03857,0.096207
0.255,0.038637,0.096018
0.2555,0.038705,0.095829
0.256,0.038772,0.09564
0.2565,0.03884,0.09545
0.257,0.038908,0.095261
0.2575,0.038976,0.095071
0.258,0.039043,0.094881
0.2585,0.039111,0.094691
0.259,0.039179,0.0945
0.2595,0.039247,0.094309
